LI-8100,LI-8100,LI-8100,,LI-8100,LI-8100,,CHAMBER,LI-8100,LI-8100,LI-8100,CHAMBER,LI-8100,CHAMBER,CHAMBER,LI-8100,LI-8100,Keep,Notes
8/24/22 8:52,236.36949,98.58,6412.9,442.41,453.97,2.02E+13,4823.9,FT2_R,11.45429,11.09913,314,19,0,5,0.99919,0.99912,1,
8/24/22 8:55,236.37205,98.58,6569.9,466.04,478.64,2.02E+13,4823.9,FT3_R,15.68488,14.43932,314,19,0,5.5,0.99967,0.99918,1,
8/24/22 8:59,236.37431,98.58,6569.9,429.27,439.96,2.02E+13,4823.9,FT6_R,15.8017,15.8017,314,19,0,5.5,0.99937,0.99937,1,
8/24/22 9:01,236.37623,98.59,6569.9,418.36,428.88,2.02E+13,4823.9,FT5_R,15.47903,15.47903,314,19,0,5.5,0.97169,0.97169,1,
8/24/22 9:04,236.37829,98.6,6412.9,431.08,442.03,2.02E+13,4823.9,FT4_R,14.73038,13.04189,314,19,0,5,0.99711,0.9961,1,
8/24/22 9:10,236.38215,98.6,6412.9,436.77,448.66,2.02E+13,4823.9,FT7_R,21.38696,21.20873,314,19,0,5,0.99974,0.99974,1,
8/24/22 9:14,236.38476,98.62,6569.9,417.94,428.32,2.02E+13,4823.9,FT9_R,10.53182,10.53182,314,19,0,5.5,0.99388,0.99388,1,
8/24/22 9:23,236.39127,98.58,6726.9,416.97,427.64,2.02E+13,4823.9,FT8_R,11.6683,11.6683,314,19,0,6,0.99954,0.99954,1,
8/24/22 13:56,236.5806,98.7,6255.9,369.26,379.41,2.02E+13,4823.9,L41_R,11.55504,11.25716,314,19,0,4.5,0.99953,0.99948,1,
8/24/22 13:58,236.58215,98.7,6412.9,392.93,404.94,2.02E+13,4823.9,L42_R,11.97195,11.97195,314,19,0,5,0.99904,0.99904,1,
8/24/22 14:00,236.58365,98.71,6412.9,387.7,397.12,2.02E+13,4823.9,L43_R,11.69197,11.69197,314,19,0,5,0.99836,0.99836,1,
8/24/22 14:03,236.58554,98.71,6255.9,384.43,394.18,2.02E+13,4823.9,L31_R,9.06128,9.06128,314,19,0,4.5,0.99906,0.99906,1,
8/24/22 14:05,236.587,98.72,6569.9,391.2,401.93,2.02E+13,4823.9,L32_R,10.4997,10.4997,314,19,0,5.5,0.99918,0.99918,1,
8/24/22 14:07,236.5887,98.72,6412.9,391.61,401.42,2.02E+13,4823.9,L33_R,8.97697,8.97697,314,19,0,5,0.99953,0.99953,1,
8/24/22 14:10,236.59058,98.72,6412.9,388.51,397.68,2.02E+13,4823.9,L21_R,13.20383,13.20383,314,19,0,5,0.99961,0.99961,1,
8/24/22 14:12,236.59211,98.73,6412.9,390.48,399.4,2.02E+13,4823.9,L22_R,10.45458,10.45458,314,19,0,5,0.99841,0.99841,1,
8/24/22 14:15,236.59396,98.74,6255.9,382.72,391.77,2.02E+13,4823.9,L23_R,11.56724,11.13852,314,19,0,4.5,0.9992,0.9991,1,
8/24/22 14:18,236.59609,98.72,6412.9,398.09,409.03,2.02E+13,4823.9,L11_R,9.94696,9.94696,314,19,0,5,0.99761,0.99761,1,
8/24/22 14:29,236.60399,98.72,6412.9,381.85,391.42,2.02E+13,4823.9,L12_R,9.6519,9.6519,314,19,0,5,0.99935,0.99935,1,
8/24/22 14:31,236.60547,98.72,6412.9,389.58,399.42,2.02E+13,4823.9,L13_R,10.49136,10.49136,314,19,0,5,0.99916,0.99916,1,
8/24/22 14:36,236.60881,98.92,3629,375.82,387.94,2.02E+13,2197,L41_NEE,-9.55224,-9.44387,314,19,0,4.5,0.98709,0.98658,1,
8/24/22 14:38,236.61041,99.07,3786,370.05,388.65,2.02E+13,2197,L42_NEE,-12.69388,-12.69388,314,19,0,5,0.9915,0.9915,1,
8/24/22 14:41,236.61207,98.98,3786,375.68,386.1,2.02E+13,2197,L43_NEE,-12.0329,-12.0329,314,19,0,5,0.99672,0.99672,1,
8/24/22 14:46,236.61539,98.94,3786,365.71,383.36,2.02E+13,2197,L21_NEE,-9.49079,-9.49079,314,19,0,5,0.99609,0.99609,1,
8/24/22 14:48,236.61712,99.02,3786,372.62,392.07,2.02E+13,2197,L22_NEE,-4.32191,-4.32191,314,19,0,5,0.99515,0.99515,1,
8/24/22 14:51,236.6192,99.09,3629,374.16,391.68,2.02E+13,2197,L23_NEE,-13.3038,-13.3038,314,19,0,4.5,0.9964,0.9964,1,
8/24/22 14:54,236.62131,99,3786,381.78,390.74,2.02E+13,2197,L11_NEE,-13.47833,-13.47833,314,19,0,5,0.99642,0.99642,1,
8/24/22 14:56,236.62286,98.96,3786,383.61,392.71,2.02E+13,2197,L12_NEE,-6.53709,-6.53709,314,19,0,5,0.98827,0.98827,1,
8/24/22 14:59,236.6249,99.06,3786,386.3,396.04,2.02E+13,2197,L13_NEE,-11.29107,-11.29107,314,19,0,5,0.99504,0.99504,1,
8/24/22 15:07,236.62991,98.99,3629,359.61,375.94,2.02E+13,2197,L31_NEE,-11.59481,-11.59481,314,19,0,4.5,0.99039,0.99039,1,
8/24/22 15:10,236.63194,98.96,3943,376.55,395.01,2.02E+13,2197,L32_NEE,-4.9259,-4.9259,314,19,0,5.5,0.99568,0.99568,1,
8/24/22 15:13,236.6342,98.99,3786,417.61,438.59,2.02E+13,2197,L33_NEE,-9.52692,-9.52692,314,19,0,5,0.98101,0.98101,1,
